Дата,Область,Місто,long,lat,Значення 1,Значення 2,Значення 3,Значення 4,Значення 5,Значення 6,Значення 7,Значення 8,Значення 9,Значення 10
25.05.2024,Харківська,Харків,"36,3073994","50,0020127",0,0,0,0,0,0,1,0,0,0
25.05.2024,Харківська,Харків,"36,3073994","50,0020127",0,0,0,0,0,0,1,0,0,0
25.05.2024,Харківська,Харків,"36,3073994","50,0020127",0,0,0,0,0,0,1,0,0,0
25.05.2024,Харківська,Харків,"36,3073994","50,0020127",0,0,0,0,0,0,1,0,0,0
25.05.2024,Харківська,Харків,"36,3073994","50,0020127",0,0,0,0,0,0,1,0,0,0
25.05.2024,Харківська,Харків,"36,3073994","50,0020127",0,0,0,0,0,0,1,0,0,0
25.05.2024,Харківська,Харків,"36,3073994","50,0020127",0,0,0,0,0,0,1,0,0,0
26.05.2024,Харківська,Чугуїв,"36,6813122","49,8363158",1,0,1,0,0,0,1,0,1,0
26.05.2024,Хмельницька,Старокостянтинів,"27,2121595","49,7546828",1,1,0,1,0,0,1,1,1,1
26.05.2024,Хмельницька,Старокостянтинів,"27,2121595","49,7546828",1,1,0,0,0,0,1,0,1,1
26.05.2024,Хмельницька,Старокостянтинів,"27,2121595","49,7546828",1,0,0,0,0,0,1,0,1,0
26.05.2024,Хмельницька,Старокостянтинів,"27,2121595","49,7546828",0,0,0,0,0,0,1,0,1,0
26.05.2024,Хмельницька,Старокостянтинів,"27,2121595","49,7546828",0,0,0,0,0,0,1,0,1,0
26.05.2024,Хмельницька,Старокостянтинів,"27,2121595","49,7546828",0,0,0,0,0,0,1,0,0,0
26.05.2024,Хмельницька,Старокостянтинів,"27,2121595","49,7546828",0,0,0,0,0,0,1,0,0,0
26.05.2024,Харківська,Ізюм,"37,2665006","49,2121445",1,0,0,0,1,1,1,0,1,0
26.05.2024,Харківська,Ізюм,"37,2665006","49,2121445",0,0,0,0,0,0,1,0,0,0
26.05.2024,Херсонська,Херсон,"32,616867","46,635417",1,0,0,0,1,0,1,0,1,1
26.05.2024,Херсонська,Херсон,"32,616867","46,635417",1,0,0,0,1,0,1,0,1,0
26.05.2024,Херсонська,Херсон,"32,616867","46,635417",1,0,0,0,1,0,1,0,1,0
26.05.2024,Херсонська,Херсон,"32,616867","46,635417",0,0,0,0,0,0,0,0,1,0
26.05.2024,Херсонська,Херсон,"32,616867","46,635417",0,0,0,0,0,0,0,0,1,0
26.05.2024,Херсонська,Херсон,"32,616867","46,635417",0,0,0,0,0,0,0,0,1,0
26.05.2024,Херсонська,Херсон,"32,616867","46,635417",0,0,0,0,0,0,0,0,1,0
26.05.2024,Миколаївська,Миколаїв,"32,003246","46,9660801",1,0,0,1,0,0,0,0,1,0
26.05.2024,Запорізька,Запоріжжя,"35,1387097","47,8392842",1,1,0,0,0,0,0,0,1,0
26.05.2024,Вінницька,Жмеринка,"28,1085937","49,0390512",1,0,0,1,0,0,1,0,1,0
26.05.2024,Вінницька,Жмеринка,"28,1085937","49,0390512",0,0,0,0,0,0,1,0,1,0
26.05.2024,Вінницька,Жмеринка,"28,1085937","49,0390512",0,0,0,0,0,0,1,0,1,0
26.05.2024,Вінницька,Жмеринка,"28,1085937","49,0390512",0,0,0,0,0,0,0,0,1,0
26.05.2024,Вінницька,Жмеринка,"28,1085937","49,0390512",0,0,0,0,0,0,0,0,1,0
26.05.2024,Вінницька,Жмеринка,"28,1085937","49,0390512",0,0,0,0,0,0,0,0,1,0
26.05.2024,Вінницька,Жмеринка,"28,1085937","49,0390512",0,0,0,0,0,0,0,0,1,0
26.05.2024,Вінницька,Жмеринка,"28,1085937","49,0390512",0,0,0,0,0,0,0,0,1,0
26.05.2024,Вінницька,Жмеринка,"28,1085937","49,0390512",0,0,0,0,0,0,0,0,1,0
26.05.2024,Вінницька,Жмеринка,"28,1085937","49,0390512",0,0,0,0,0,0,0,0,1,0
27.05.2024,Харківська,Харків,"36,3073994","50,0020127",1,0,1,0,1,1,1,0,1,0
27.05.2024,Харківська,Харків,"36,3073994","50,0020127",1,0,1,0,1,0,1,0,1,0
27.05.2024,Харківська,Харків,"36,3073994","50,0020127",1,0,0,0,1,0,1,0,0,0
27.05.2024,Харківська,Харків,"36,3073994","50,0020127",1,0,0,0,1,0,1,0,0,0
27.05.2024,Харківська,Харків,"36,3073994","50,0020127",1,0,0,0,1,0,1,0,0,0
27.05.2024,Харківська,Харків,"36,3073994","50,0020127",1,0,0,0,1,0,1,0,0,0
27.05.2024,Харківська,Харків,"36,3073994","50,0020127",1,0,0,0,1,0,1,0,0,0
27.05.2024,Харківська,Харків,"36,3073994","50,0020127",1,0,0,0,1,0,1,0,0,0
27.05.2024,Харківська,Харків,"36,3073994","50,0020127",1,0,0,0,1,0,1,0,0,0
27.05.2024,Харківська,Харків,"36,3073994","50,0020127",1,0,0,0,1,0,1,0,0,0
27.05.2024,Харківська,Харків,"36,3073994","50,0020127",1,0,0,0,1,0,1,0,0,0
27.05.2024,Харківська,Харків,"36,3073994","50,0020127",1,0,0,0,1,0,1,0,0,0
27.05.2024,Харківська,Харків,"36,3073994","50,0020127",1,0,0,0,1,0,1,0,0,0
27.05.2024,Харківська,Харків,"36,3073994","50,0020127",1,0,0,0,1,0,1,0,0,0
27.05.2024,Харківська,Харків,"36,3073994","50,0020127",1,0,0,0,1,0,1,0,0,0
27.05.2024,Харківська,Харків,"36,3073994","50,0020127",1,0,0,0,1,0,0,0,0,0
27.05.2024,Харківська,Харків,"36,3073994","50,0020127",1,0,0,0,1,0,0,0,0,0
27.05.2024,Харківська,Харків,"36,3073994","50,0020127",1,0,0,0,1,0,0,0,0,0
27.05.2024,Харківська,Харків,"36,3073994","50,0020127",1,0,0,0,1,0,0,0,0,0
27.05.2024,Харківська,Харків,"36,3073994","50,0020127",1,0,0,0,1,0,0,0,0,0
27.05.2024,Харківська,Харків,"36,3073994","50,0020127",1,0,0,0,1,0,0,0,0,0
27.05.2024,Харківська,Харків,"36,3073994","50,0020127",1,0,0,0,0,0,0,0,0,0
27.05.2024,Харківська,Харків,"36,3073994","50,0020127",1,0,0,0,0,0,0,0,0,0
27.05.2024,Миколаївська,Снігурівка,"32,8061775","47,07537",1,1,0,0,0,1,1,0,1,0
27.05.2024,Миколаївська,Снігурівка,"32,8061775","47,07537",0,0,0,0,0,1,1,0,1,0
27.05.2024,Миколаївська,Снігурівка,"32,8061775","47,07537",0,0,0,0,0,1,1,0,1,0
27.05.2024,Миколаївська,Снігурівка,"32,8061775","47,07537",0,0,0,0,0,0,1,0,1,0
27.05.2024,Миколаївська,Снігурівка,"32,8061775","47,07537",0,0,0,0,0,0,1,0,1,0
27.05.2024,Миколаївська,Снігурівка,"32,8061775","47,07537",0,0,0,0,0,0,1,0,1,0
27.05.2024,Миколаївська,Снігурівка,"32,8061775","47,07537",0,0,0,0,0,0,0,0,1,0
27.05.2024,Херсонська,Херсон,"32,616867","46,635417",1,0,0,0,1,0,1,0,1,0
27.05.2024,Херсонська,Херсон,"32,616867","46,635417",1,0,0,0,1,0,1,0,1,0
27.05.2024,Херсонська,Херсон,"32,616867","46,635417",1,0,0,0,1,0,1,0,1,0
27.05.2024,Херсонська,Херсон,"32,616867","46,635417",0,0,0,0,0,0,1,0,1,0
27.05.2024,Херсонська,Херсон,"32,616867","46,635417",0,0,0,0,0,0,1,0,1,0
28.05.2024,Херсонська,Берислав,"33,4273644","46,8433183",1,0,0,0,1,0,0,0,1,0
28.05.2024,Херсонська,Берислав,"33,4273644","46,8433183",1,0,0,0,1,0,0,0,1,0
28.05.2024,Херсонська,Берислав,"33,4273644","46,8433183",1,0,0,0,1,0,0,0,1,0
28.05.2024,Херсонська,Берислав,"33,4273644","46,8433183",0,0,0,0,0,0,0,0,1,0
28.05.2024,Херсонська,Берислав,"33,4273644","46,8433183",0,0,0,0,0,0,0,0,1,0
28.05.2024,Херсонська,Берислав,"33,4273644","46,8433183",0,0,0,0,0,0,0,0,1,0
28.05.2024,Херсонська,Берислав,"33,4273644","46,8433183",0,0,0,0,0,0,0,0,1,0
28.05.2024,Миколаївська,Очаків,"31,5387942","46,6187667",1,0,0,1,0,0,0,0,1,0
28.05.2024,Харківська,Харків,"36,3073994","50,0020127",1,0,0,0,1,1,1,0,1,1
28.05.2024,Харківська,Харків,"36,3073994","50,0020127",1,0,0,0,1,0,1,0,0,0
28.05.2024,Харківська,Харків,"36,3073994","50,0020127",1,0,0,0,1,0,1,0,0,0
28.05.2024,Харківська,Харків,"36,3073994","50,0020127",1,0,0,0,1,0,1,0,0,0
28.05.2024,Харківська,Харків,"36,3073994","50,0020127",1,0,0,0,1,0,1,0,0,0
28.05.2024,Харківська,Харків,"36,3073994","50,0020127",1,0,0,0,1,0,1,0,0,0
28.05.2024,Харківська,Харків,"36,3073994","50,0020127",1,0,0,0,1,0,1,0,0,0
28.05.2024,Харківська,Харків,"36,3073994","50,0020127",1,0,0,0,1,0,1,0,0,0
28.05.2024,Харківська,Харків,"36,3073994","50,0020127",1,0,0,0,1,0,1,0,0,0
28.05.2024,Харківська,Харків,"36,3073994","50,0020127",1,0,0,0,1,0,1,0,0,0
28.05.2024,Харківська,Харків,"36,3073994","50,0020127",1,0,0,0,1,0,1,0,0,0
28.05.2024,Харківська,Харків,"36,3073994","50,0020127",1,0,0,0,1,0,1,0,0,0
28.05.2024,Харківська,Харків,"36,3073994","50,0020127",0,0,0,0,0,0,1,0,0,0
28.05.2024,Одеська,Одеса,"30,7306393","46,4702111",1,0,1,0,0,0,0,0,1,0
28.05.2024,Одеська,Одеса,"30,7306393","46,4702111",1,0,1,0,0,0,0,0,1,0
28.05.2024,Одеська,Одеса,"30,7306393","46,4702111",0,0,0,0,0,0,0,0,1,0
28.05.2024,Одеська,Одеса,"30,7306393","46,4702111",0,0,0,0,0,0,0,0,1,0
28.05.2024,Одеська,Одеса,"30,7306393","46,4702111",0,0,0,0,0,0,0,0,1,0
29.05.2024,Одеська,Одеса,"30,7306393","46,4702111",1,1,0,0,0,0,0,0,1,0
29.05.2024,Одеська,Одеса,"30,7306393","46,4702111",1,1,0,0,0,0,0,0,1,0
29.05.2024,Одеська,Одеса,"30,7306393","46,4702111",0,0,0,0,0,0,0,0,1,0
29.05.2024,Одеська,Одеса,"30,7306393","46,4702111",0,0,0,0,0,0,0,0,1,0
29.05.2024,Одеська,Одеса,"30,7306393","46,4702111",0,0,0,0,0,0,0,0,1,0
29.05.2024,Кіровоградська,Кропивницький,"32,2641984","48,5070977",1,0,0,1,0,0,0,1,0,0
29.05.2024,Херсонська,Херсон,"32,616867","46,635417",1,0,0,0,1,0,1,0,1,0
29.05.2024,Херсонська,Херсон,"32,616867","46,635417",1,0,0,0,1,0,1,0,1,0
29.05.2024,Херсонська,Херсон,"32,616867","46,635417",1,0,0,0,1,0,1,0,1,0
29.05.2024,Херсонська,Херсон,"32,616867","46,635417",0,0,0,0,0,0,1,0,1,0
29.05.2024,Херсонська,Херсон,"32,616867","46,635417",0,0,0,0,0,0,1,0,1,0
29.05.2024,Херсонська,Херсон,"32,616867","46,635417",0,0,0,0,0,0,0,0,1,0
29.05.2024,Херсонська,Херсон,"32,616867","46,635417",0,0,0,0,0,0,0,0,1,0
29.05.2024,Харківська,Харків,"36,3073994","50,0020127",1,0,0,0,1,0,1,0,1,1
29.05.2024,Харківська,Харків,"36,3073994","50,0020127",1,0,0,0,1,0,0,0,1,0
29.05.2024,Харківська,Харків,"36,3073994","50,0020127",1,0,0,0,1,0,0,0,1,0
29.05.2024,Харківська,Харків,"36,3073994","50,0020127",1,0,0,0,1,0,0,0,1,0
29.05.2024,Харківська,Харків,"36,3073994","50,0020127",1,0,0,0,1,0,0,0,0,0
29.05.2024,Харківська,Харків,"36,3073994","50,0020127",1,0,0,0,1,0,0,0,0,0
30.05.2024,Харківська,Харків,"36,3073994","50,0020127",1,0,1,0,0,1,1,0,1,1
30.05.2024,Харківська,Харків,"36,3073994","50,0020127",1,0,1,0,0,1,1,0,1,0
30.05.2024,Харківська,Харків,"36,3073994","50,0020127",1,0,1,0,0,1,1,0,1,0
30.05.2024,Харківська,Харків,"36,3073994","50,0020127",1,0,1,0,0,1,1,0,1,0
30.05.2024,Харківська,Харків,"36,3073994","50,0020127",1,0,1,0,0,1,1,0,1,0
30.05.2024,Харківська,Харків,"36,3073994","50,0020127",1,0,1,0,0,1,1,0,1,0
30.05.2024,Харківська,Харків,"36,3073994","50,0020127",0,0,0,0,0,0,1,0,1,0
30.05.2024,Харківська,Харків,"36,3073994","50,0020127",0,0,0,0,0,0,1,0,1,0
30.05.2024,Харківська,Харків,"36,3073994","50,0020127",0,0,0,0,0,0,1,0,1,0
30.05.2024,Харківська,Харків,"36,3073994","50,0020127",0,0,0,0,0,0,1,0,1,0
30.05.2024,Харківська,Харків,"36,3073994","50,0020127",0,0,0,0,0,0,1,0,1,0
30.05.2024,Харківська,Харків,"36,3073994","50,0020127",0,0,0,0,0,0,1,0,1,0
30.05.2024,Харківська,Харків,"36,3073994","50,0020127",0,0,0,0,0,0,1,0,1,0
30.05.2024,Харківська,Харків,"36,3073994","50,0020127",0,0,0,0,0,0,1,0,1,0
30.05.2024,Харківська,Харків,"36,3073994","50,0020127",0,0,0,0,0,0,1,0,1,0
30.05.2024,Харківська,Харків,"36,3073994","50,0020127",0,0,0,0,0,0,1,0,1,0
30.05.2024,Харківська,Харків,"36,3073994","50,0020127",0,0,0,0,0,0,1,0,1,0
30.05.2024,Харківська,Харків,"36,3073994","50,0020127",0,0,0,0,0,0,1,0,1,0
30.05.2024,Харківська,Харків,"36,3073994","50,0020127",0,0,0,0,0,0,1,0,1,0
30.05.2024,Харківська,Харків,"36,3073994","50,0020127",0,0,0,0,0,0,1,0,1,0
30.05.2024,Харківська,Харків,"36,3073994","50,0020127",0,0,0,0,0,0,1,0,0,0
30.05.2024,Харківська,Харків,"36,3073994","50,0020127",0,0,0,0,0,0,1,0,0,0
30.05.2024,Харківська,Харків,"36,3073994","50,0020127",0,0,0,0,0,0,1,0,0,0
30.05.2024,Харківська,Харків,"36,3073994","50,0020127",0,0,0,0,0,0,1,0,0,0
30.05.2024,Харківська,Харків,"36,3073994","50,0020127",0,0,0,0,0,0,1,0,0,0
31.05.2024,Одеська,Одеса,"30,7306393","46,4702111",1,1,0,0,0,0,0,0,1,0
31.05.2024,Одеська,Одеса,"30,7306393","46,4702111",1,1,0,0,0,0,0,0,1,0
31.05.2024,Київська,Київ,"30,5245025","50,4503596",1,0,1,0,0,0,0,0,1,0
31.05.2024,Харківська,Вовчанськ,"36,9329429","50,284234",1,0,0,0,1,0,0,0,0,1
31.05.2024,Харківська,Вовчанськ,"36,9329429","50,284234",1,0,0,0,1,0,0,0,0,1
31.05.2024,Харківська,Вовчанськ,"36,9329429","50,284234",1,0,0,0,1,0,0,0,0,1
31.05.2024,Харківська,Вовчанськ,"36,9329429","50,284234",1,0,0,0,1,0,0,0,0,1
31.05.2024,Харківська,Вовчанськ,"36,9329429","50,284234",1,0,0,0,1,0,0,0,0,1
31.05.2024,Харківська,Вовчанськ,"36,9329429","50,284234",1,0,0,0,1,0,0,0,0,0
31.05.2024,Харківська,Вовчанськ,"36,9329429","50,284234",1,0,0,0,1,0,0,0,0,0
31.05.2024,Харківська,Вовчанськ,"36,9329429","50,284234",1,0,0,0,1,0,0,0,0,0
31.05.2024,Харківська,Вовчанськ,"36,9329429","50,284234",1,0,0,0,1,0,0,0,0,0
31.05.2024,Харківська,Вовчанськ,"36,9329429","50,284234",1,0,0,0,1,0,0,0,0,0
31.05.2024,Харківська,Вовчанськ,"36,9329429","50,284234",1,0,0,0,1,0,0,0,0,0
31.05.2024,Харківська,Вовчанськ,"36,9329429","50,284234",1,0,0,0,1,0,0,0,0,0
31.05.2024,Харківська,Вовчанськ,"36,9329429","50,284234",1,0,0,0,1,0,0,0,0,0
31.05.2024,Харківська,Вовчанськ,"36,9329429","50,284234",1,0,0,0,1,0,0,0,0,0
31.05.2024,Харківська,Вовчанськ,"36,9329429","50,284234",1,0,0,0,1,0,0,0,0,0
01.06.2024,Одеська,Одеса,"30,7306393","46,4702111",1,1,0,0,0,0,0,0,1,0
01.06.2024,Одеська,Одеса,"30,7306393","46,4702111",1,1,0,0,0,0,0,0,1,0
01.06.2024,Одеська,Одеса,"30,7306393","46,4702111",0,0,0,0,0,0,0,0,1,0
01.06.2024,Івано-Франківська,Бурштин,"24,62688","49,2605667",1,1,0,0,0,0,0,1,0,0
01.06.2024,Івано-Франківська,Бурштин,"24,62688","49,2605667",1,1,0,0,0,0,0,0,0,0
01.06.2024,Харківська,Балаклія,"36,8584805","49,4643925",1,0,1,0,0,0,1,0,1,0
01.06.2024,Харківська,Балаклія,"36,8584805","49,4643925",0,0,0,0,0,0,1,0,1,0
01.06.2024,Харківська,Балаклія,"36,8584805","49,4643925",0,0,0,0,0,0,1,0,1,0
01.06.2024,Харківська,Балаклія,"36,8584805","49,4643925",0,0,0,0,0,0,1,0,1,0
01.06.2024,Харківська,Балаклія,"36,8584805","49,4643925",0,0,0,0,0,0,1,0,1,0
01.06.2024,Харківська,Балаклія,"36,8584805","49,4643925",0,0,0,0,0,0,1,0,0,0
01.06.2024,Харківська,Балаклія,"36,8584805","49,4643925",0,0,0,0,0,0,1,0,0,0
01.06.2024,Харківська,Балаклія,"36,8584805","49,4643925",0,0,0,0,0,0,1,0,0,0
01.06.2024,Харківська,Балаклія,"36,8584805","49,4643925",0,0,0,0,0,0,1,0,0,0
01.06.2024,Харківська,Балаклія,"36,8584805","49,4643925",0,0,0,0,0,0,1,0,0,0
01.06.2024,Харківська,Балаклія,"36,8584805","49,4643925",0,0,0,0,0,0,1,0,0,0
01.06.2024,Харківська,Балаклія,"36,8584805","49,4643925",0,0,0,0,0,0,1,0,0,0
01.06.2024,Харківська,Дергачі,"36,1155026","50,1097212",1,0,0,0,1,0,0,0,1,1
01.06.2024,Харківська,Дергачі,"36,1155026","50,1097212",1,0,0,0,1,0,0,0,1,0
01.06.2024,Харківська,Дергачі,"36,1155026","50,1097212",1,0,0,0,1,0,0,0,1,0
01.06.2024,Харківська,Дергачі,"36,1155026","50,1097212",1,0,0,0,1,0,0,0,0,0
01.06.2024,Харківська,Дергачі,"36,1155026","50,1097212",1,0,0,0,1,0,0,0,0,0
01.06.2024,Херсонська,Херсон,"32,616867","46,635417",1,0,0,0,1,0,1,0,1,0
01.06.2024,Херсонська,Херсон,"32,616867","46,635417",1,0,0,0,1,0,1,0,1,0
01.06.2024,Херсонська,Херсон,"32,616867","46,635417",1,0,0,0,1,0,1,0,1,0
01.06.2024,Херсонська,Херсон,"32,616867","46,635417",0,0,0,0,0,0,1,0,0,0
01.06.2024,Херсонська,Херсон,"32,616867","46,635417",0,0,0,0,0,0,1,0,0,0
01.06.2024,Миколаївська,Вознесенськ,"31,336117","47,5605",1,1,0,0,0,0,0,1,0,0
01.06.2024,Запорізька,Запоріжжя,"35,1387097","47,8392842",1,0,1,0,0,0,0,1,1,0
01.06.2024,Запорізька,Запоріжжя,"35,1387097","47,8392842",1,0,1,0,0,0,0,0,1,0
01.06.2024,Запорізька,Запоріжжя,"35,1387097","47,8392842",1,0,1,0,0,0,0,0,1,0
01.06.2024,Запорізька,Запоріжжя,"35,1387097","47,8392842",1,0,1,0,0,0,0,0,1,0
01.06.2024,Запорізька,Запоріжжя,"35,1387097","47,8392842",0,0,0,0,0,0,0,0,1,0
01.06.2024,Запорізька,Запоріжжя,"35,1387097","47,8392842",0,0,0,0,0,0,0,0,1,0
01.06.2024,Запорізька,Запоріжжя,"35,1387097","47,8392842",0,0,0,0,0,0,0,0,1,0
01.06.2024,Запорізька,Запоріжжя,"35,1387097","47,8392842",0,0,0,0,0,0,0,0,1,0
01.06.2024,Запорізька,Запоріжжя,"35,1387097","47,8392842",0,0,0,0,0,0,0,0,1,0
01.06.2024,Запорізька,Запоріжжя,"35,1387097","47,8392842",0,0,0,0,0,0,0,0,1,0
01.06.2024,Запорізька,Запоріжжя,"35,1387097","47,8392842",0,0,0,0,0,0,0,0,1,0
01.06.2024,Запорізька,Запоріжжя,"35,1387097","47,8392842",0,0,0,0,0,0,0,0,1,0
01.06.2024,Запорізька,Запоріжжя,"35,1387097","47,8392842",0,0,0,0,0,0,0,0,1,0
01.06.2024,Запорізька,Запоріжжя,"35,1387097","47,8392842",0,0,0,0,0,0,0,0,1,0
01.06.2024,Запорізька,Запоріжжя,"35,1387097","47,8392842",0,0,0,0,0,0,0,0,1,0
01.06.2024,Запорізька,Запоріжжя,"35,1387097","47,8392842",0,0,0,0,0,0,0,0,1,0
01.06.2024,Запорізька,Запоріжжя,"35,1387097","47,8392842",0,0,0,0,0,0,0,0,1,0
01.06.2024,Запорізька,Запоріжжя,"35,1387097","47,8392842",0,0,0,0,0,0,0,0,1,0
01.06.2024,Запорізька,Запоріжжя,"35,1387097","47,8392842",0,0,0,0,0,0,0,0,1,0
01.06.2024,Запорізька,Запоріжжя,"35,1387097","47,8392842",0,0,0,0,0,0,0,0,1,0
01.06.2024,Дніпропетровська,Дніпро,"35,046183","48,464717",1,1,0,0,0,0,0,1,0,0
25.12.2024,Донецька,Костянтинівка,"37,7075811","48,5239429",1,1,0,0,0,0,0,1,0,0
02.06.2024,Одеська,Одеса,"30,7306393","46,4702111",1,1,0,0,0,0,0,0,1,0
02.06.2024,Одеська,Одеса,"30,7306393","46,4702111",1,1,0,0,0,0,0,0,1,0
02.06.2024,Одеська,Одеса,"30,7306393","46,4702111",0,0,0,0,0,0,0,0,1,0
02.06.2024,Херсонська,Херсон,"32,616867","46,635417",1,0,0,0,1,0,1,0,1,0
02.06.2024,Херсонська,Херсон,"32,616867","46,635417",1,0,0,0,1,0,1,0,1,0
02.06.2024,Херсонська,Херсон,"32,616867","46,635417",1,0,0,0,1,0,1,0,1,0
02.06.2024,Херсонська,Херсон,"32,616867","46,635417",0,0,0,0,0,0,1,0,1,0
02.06.2024,Херсонська,Херсон,"32,616867","46,635417",0,0,0,0,0,0,1,0,1,0
02.06.2024,Херсонська,Херсон,"32,616867","46,635417",0,0,0,0,0,0,1,0,0,0
02.06.2024,Херсонська,Херсон,"32,616867","46,635417",0,0,0,0,0,0,1,0,0,0
02.06.2024,Херсонська,Берислав,"33,4273644","46,8433183",1,0,0,0,1,0,1,0,1,0
02.06.2024,Херсонська,Берислав,"33,4273644","46,8433183",1,0,0,0,1,0,1,0,1,0
02.06.2024,Херсонська,Берислав,"33,4273644","46,8433183",0,0,0,0,0,0,1,0,1,0
02.06.2024,Херсонська,Берислав,"33,4273644","46,8433183",0,0,0,0,0,0,1,0,1,0
02.06.2024,Херсонська,Берислав,"33,4273644","46,8433183",0,0,0,0,0,0,1,0,1,0
02.06.2024,Херсонська,Берислав,"33,4273644","46,8433183",0,0,0,0,0,0,0,0,1,0
02.06.2024,Херсонська,Берислав,"33,4273644","46,8433183",0,0,0,0,0,0,0,0,1,0
02.06.2024,Харківська,Ізюм,"37,2665006","49,2121445",1,0,0,0,1,0,1,0,1,0
02.06.2024,Харківська,Ізюм,"37,2665006","49,2121445",1,0,0,0,1,0,1,0,1,0
02.06.2024,Харківська,Ізюм,"37,2665006","49,2121445",0,0,0,0,0,0,0,0,1,0
02.06.2024,Харківська,Ізюм,"37,2665006","49,2121445",0,0,0,0,0,0,0,0,1,0
02.06.2024,Харківська,Вовчанськ,"36,9329429","50,284234",1,0,0,0,1,0,0,0,1,0
02.06.2024,Харківська,Вовчанськ,"36,9329429","50,284234",1,0,0,0,1,0,0,0,1,0
02.06.2024,Харківська,Вовчанськ,"36,9329429","50,284234",1,0,0,0,1,0,0,0,1,0
02.06.2024,Харківська,Вовчанськ,"36,9329429","50,284234",1,0,0,0,1,0,0,0,1,0
02.06.2024,Харківська,Вовчанськ,"36,9329429","50,284234",1,0,0,0,1,0,0,0,1,0
02.06.2024,Харківська,Вовчанськ,"36,9329429","50,284234",1,0,0,0,1,0,0,0,0,0
02.06.2024,Харківська,Вовчанськ,"36,9329429","50,284234",1,0,0,0,1,0,0,0,0,0
02.06.2024,Харківська,Вовчанськ,"36,9329429","50,284234",1,0,0,0,1,0,0,0,0,0
02.06.2024,Харківська,Вовчанськ,"36,9329429","50,284234",1,0,0,0,1,0,0,0,0,0
02.06.2024,Харківська,Вовчанськ,"36,9329429","50,284234",1,0,0,0,1,0,0,0,0,0
02.06.2024,Харківська,Харків,"36,3073994","50,0020127",1,0,1,0,0,1,1,0,1,0
02.06.2024,Харківська,Харків,"36,3073994","50,0020127",1,0,1,0,0,1,1,0,1,0
02.06.2024,Харківська,Харків,"36,3073994","50,0020127",1,0,1,0,0,1,1,0,1,0
02.06.2024,Харківська,Харків,"36,3073994","50,0020127",1,0,1,0,0,1,1,0,1,0
02.06.2024,Харківська,Харків,"36,3073994","50,0020127",1,0,1,0,0,1,1,0,1,0
02.06.2024,Харківська,Харків,"36,3073994","50,0020127",0,0,0,0,0,1,1,0,1,0
02.06.2024,Харківська,Харків,"36,3073994","50,0020127",0,0,0,0,0,1,1,0,1,0
02.06.2024,Харківська,Харків,"36,3073994","50,0020127",0,0,0,0,0,1,1,0,1,0
02.06.2024,Харківська,Харків,"36,3073994","50,0020127",0,0,0,0,0,1,1,0,1,0
02.06.2024,Харківська,Харків,"36,3073994","50,0020127",0,0,0,0,0,0,1,0,1,0
02.06.2024,Харківська,Харків,"36,3073994","50,0020127",0,0,0,0,0,0,1,0,0,0
02.06.2024,Харківська,Харків,"36,3073994","50,0020127",0,0,0,0,0,0,1,0,0,0
02.06.2024,Харківська,Харків,"36,3073994","50,0020127",0,0,0,0,0,0,1,0,0,0
02.06.2024,Харківська,Харків,"36,3073994","50,0020127",0,0,0,0,0,0,1,0,0,0
02.06.2024,Харківська,Харків,"36,3073994","50,0020127",0,0,0,0,0,0,1,0,0,0
02.06.2024,Харківська,Харків,"36,3073994","50,0020127",0,0,0,0,0,0,1,0,0,0
02.06.2024,Харківська,Харків,"36,3073994","50,0020127",0,0,0,0,0,0,1,0,0,0
02.06.2024,Харківська,Харків,"36,3073994","50,0020127",0,0,0,0,0,0,1,0,0,0
02.06.2024,Харківська,Харків,"36,3073994","50,0020127",0,0,0,0,0,0,1,0,0,0
02.06.2024,Харківська,Харків,"36,3073994","50,0020127",0,0,0,0,0,0,1,0,0,0
02.06.2024,Харківська,Харків,"36,3073994","50,0020127",0,0,0,0,0,0,1,0,0,0
02.06.2024,Харківська,Харків,"36,3073994","50,0020127",0,0,0,0,0,0,1,0,0,0
02.06.2024,Харківська,Харків,"36,3073994","50,0020127",0,0,0,0,0,0,1,0,0,0
02.06.2024,Харківська,Харків,"36,3073994","50,0020127",0,0,0,0,0,0,1,0,0,0
02.06.2024,Харківська,Харків,"36,3073994","50,0020127",0,0,0,0,0,0,1,0,0,0
02.06.2024,Харківська,Харків,"36,3073994","50,0020127",0,0,0,0,0,0,1,0,0,0
03.06.2024,Харківська,Чугуїв,"36,6813122","49,8363158",0,0,0,0,0,0,1,0,1,0
03.06.2024,Харківська,Чугуїв,"36,6813122","49,8363158",0,0,0,0,0,0,1,0,1,0
03.06.2024,Харківська,Чугуїв,"36,6813122","49,8363158",0,0,0,0,0,0,0,0,1,0
03.06.2024,Харківська,Чугуїв,"36,6813122","49,8363158",0,0,0,0,0,0,0,0,1,0
03.06.2024,Харківська,Чугуїв,"36,6813122","49,8363158",0,0,0,0,0,0,0,0,1,0
03.06.2024,Харківська,Вовчанськ,"36,9329429","50,284234",1,0,0,0,1,1,1,0,1,0
03.06.2024,Харківська,Вовчанськ,"36,9329429","50,284234",1,0,0,0,1,0,0,0,1,0
03.06.2024,Харківська,Вовчанськ,"36,9329429","50,284234",1,0,0,0,1,0,0,0,1,0
