Дата,Область,Місто,long,lat,Значення 1,Значення 2,Значення 3,Значення 4,Значення 5,Значення 6,Значення 7,Значення 8,Значення 9,Значення 10
08.05.2024,Львівська,Шептицький,"24,2199454","50,3871767",1,0,0,0,0,0,0,0,0,0
08.05.2024,Львівська,Шептицький,"24,2199454","50,3871767",1,0,0,0,0,0,0,0,0,0
08.05.2024,Івано-Франківська,Бурштин,"24,62688","49,2605667",1,1,0,0,0,0,0,1,0,0
08.05.2024,Івано-Франківська,Бурштин,"24,62688","49,2605667",1,1,0,0,0,0,0,0,0,0
08.05.2024,Полтавська,Кременчук,"33,410033","49,065783",1,0,0,1,0,0,0,1,0,0
08.05.2024,Кіровоградська,Олександрія,"33,0967875","48,6632704",1,1,0,0,0,0,1,1,1,0
08.05.2024,Кіровоградська,Олександрія,"33,0967875","48,6632704",0,0,0,0,0,0,0,0,1,0
08.05.2024,Кіровоградська,Олександрія,"33,0967875","48,6632704",0,0,0,0,0,0,0,0,1,0
08.05.2024,Кіровоградська,Олександрія,"33,0967875","48,6632704",0,0,0,0,0,0,0,0,1,0
08.05.2024,Кіровоградська,Олександрія,"33,0967875","48,6632704",0,0,0,0,0,0,0,0,1,0
08.05.2024,Кіровоградська,Олександрія,"33,0967875","48,6632704",0,0,0,0,0,0,0,0,1,0
08.05.2024,Кіровоградська,Олександрія,"33,0967875","48,6632704",0,0,0,0,0,0,0,0,1,0
08.05.2024,Кіровоградська,Олександрія,"33,0967875","48,6632704",0,0,0,0,0,0,0,0,1,0
08.05.2024,Кіровоградська,Олександрія,"33,0967875","48,6632704",0,0,0,0,0,0,0,0,1,0
08.05.2024,Кіровоградська,Олександрія,"33,0967875","48,6632704",0,0,0,0,0,0,0,0,1,0
08.05.2024,Кіровоградська,Олександрія,"33,0967875","48,6632704",0,0,0,0,0,0,0,0,1,0
08.05.2024,Кіровоградська,Олександрія,"33,0967875","48,6632704",0,0,0,0,0,0,0,0,1,0
08.05.2024,Кіровоградська,Олександрія,"33,0967875","48,6632704",0,0,0,0,0,0,0,0,1,0
08.05.2024,Кіровоградська,Олександрія,"33,0967875","48,6632704",0,0,0,0,0,0,0,0,1,0
08.05.2024,Кіровоградська,Олександрія,"33,0967875","48,6632704",0,0,0,0,0,0,0,0,1,0
08.05.2024,Кіровоградська,Олександрія,"33,0967875","48,6632704",0,0,0,0,0,0,0,0,1,0
08.05.2024,Кіровоградська,Олександрія,"33,0967875","48,6632704",0,0,0,0,0,0,0,0,1,0
08.05.2024,Кіровоградська,Олександрія,"33,0967875","48,6632704",0,0,0,0,0,0,0,0,1,0
08.05.2024,Кіровоградська,Олександрія,"33,0967875","48,6632704",0,0,0,0,0,0,0,0,1,0
08.05.2024,Кіровоградська,Олександрія,"33,0967875","48,6632704",0,0,0,0,0,0,0,0,1,0
08.05.2024,Кіровоградська,Олександрія,"33,0967875","48,6632704",0,0,0,0,0,0,0,0,1,0
08.05.2024,Кіровоградська,Олександрія,"33,0967875","48,6632704",0,0,0,0,0,0,0,0,1,0
08.05.2024,Кіровоградська,Олександрія,"33,0967875","48,6632704",0,0,0,0,0,0,0,0,1,0
08.05.2024,Кіровоградська,Олександрія,"33,0967875","48,6632704",0,0,0,0,0,0,0,0,1,0
08.05.2024,Кіровоградська,Олександрія,"33,0967875","48,6632704",0,0,0,0,0,0,0,0,1,0
08.05.2024,Кіровоградська,Олександрія,"33,0967875","48,6632704",0,0,0,0,0,0,0,0,1,0
08.05.2024,Кіровоградська,Олександрія,"33,0967875","48,6632704",0,0,0,0,0,0,0,0,1,0
08.05.2024,Кіровоградська,Олександрія,"33,0967875","48,6632704",0,0,0,0,0,0,0,0,1,0
08.05.2024,Кіровоградська,Олександрія,"33,0967875","48,6632704",0,0,0,0,0,0,0,0,1,0
08.05.2024,Кіровоградська,Олександрія,"33,0967875","48,6632704",0,0,0,0,0,0,0,0,1,0
08.05.2024,Кіровоградська,Олександрія,"33,0967875","48,6632704",0,0,0,0,0,0,0,0,1,0
08.05.2024,Кіровоградська,Олександрія,"33,0967875","48,6632704",0,0,0,0,0,0,0,0,1,0
08.05.2024,Кіровоградська,Олександрія,"33,0967875","48,6632704",0,0,0,0,0,0,0,0,1,0
08.05.2024,Кіровоградська,Олександрія,"33,0967875","48,6632704",0,0,0,0,0,0,0,0,1,0
08.05.2024,Кіровоградська,Олександрія,"33,0967875","48,6632704",0,0,0,0,0,0,0,0,1,0
08.05.2024,Кіровоградська,Олександрія,"33,0967875","48,6632704",0,0,0,0,0,0,0,0,1,0
08.05.2024,Кіровоградська,Олександрія,"33,0967875","48,6632704",0,0,0,0,0,0,0,0,1,0
08.05.2024,Кіровоградська,Олександрія,"33,0967875","48,6632704",0,0,0,0,0,0,0,0,1,0
08.05.2024,Кіровоградська,Олександрія,"33,0967875","48,6632704",0,0,0,0,0,0,0,0,1,0
08.05.2024,Кіровоградська,Олександрія,"33,0967875","48,6632704",0,0,0,0,0,0,0,0,1,0
08.05.2024,Кіровоградська,Олександрія,"33,0967875","48,6632704",0,0,0,0,0,0,0,0,1,0
08.05.2024,Кіровоградська,Олександрія,"33,0967875","48,6632704",0,0,0,0,0,0,0,0,1,0
08.05.2024,Кіровоградська,Олександрія,"33,0967875","48,6632704",0,0,0,0,0,0,0,0,1,0
08.05.2024,Київська,Бровари,"30,7909","50,511083",1,1,0,0,0,0,1,0,1,0
08.05.2024,Київська,Бровари,"30,7909","50,511083",0,0,0,0,0,0,1,0,0,0
08.05.2024,Вінницька,Ладижин,"29,2476274","48,6838051",1,1,0,0,0,0,0,1,0,0
08.05.2024,Вінницька,Ладижин,"29,2476274","48,6838051",1,1,0,0,0,0,0,1,0,0
08.05.2024,Вінницька,Ладижин,"29,2476274","48,6838051",1,1,0,0,0,0,0,1,0,0
08.05.2024,Вінницька,Ладижин,"29,2476274","48,6838051",1,1,0,0,0,0,0,1,0,0
08.05.2024,Харківська,Харків,"36,3073994","50,0020127",1,0,1,0,0,0,1,0,1,0
08.05.2024,Харківська,Харків,"36,3073994","50,0020127",1,0,1,0,0,0,1,0,1,0
08.05.2024,Харківська,Харків,"36,3073994","50,0020127",1,0,1,0,0,0,1,0,1,0
08.05.2024,Харківська,Харків,"36,3073994","50,0020127",1,0,1,0,0,0,1,0,0,0
08.05.2024,Харківська,Харків,"36,3073994","50,0020127",0,0,0,0,0,0,1,0,0,0
08.05.2024,Харківська,Харків,"36,3073994","50,0020127",0,0,0,0,0,0,1,0,0,0
08.05.2024,Харківська,Харків,"36,3073994","50,0020127",0,0,0,0,0,0,1,0,0,0
08.05.2024,Харківська,Харків,"36,3073994","50,0020127",0,0,0,0,0,0,1,0,0,0
08.05.2024,Харківська,Харків,"36,3073994","50,0020127",0,0,0,0,0,0,1,0,0,0
08.05.2024,Харківська,Харків,"36,3073994","50,0020127",0,0,0,0,0,0,1,0,0,0
08.05.2024,Харківська,Харків,"36,3073994","50,0020127",0,0,0,0,0,0,1,0,0,0
08.05.2024,Харківська,Харків,"36,3073994","50,0020127",0,0,0,0,0,0,1,0,0,0
08.05.2024,Харківська,Харків,"36,3073994","50,0020127",0,0,0,0,0,0,1,0,0,0
08.05.2024,Харківська,Харків,"36,3073994","50,0020127",0,0,0,0,0,0,1,0,0,0
08.05.2024,Запорізька,Запоріжжя,"35,1387097","47,8392842",1,1,0,0,0,0,1,1,1,0
08.05.2024,Запорізька,Запоріжжя,"35,1387097","47,8392842",1,1,0,0,0,0,0,0,1,0
08.05.2024,Запорізька,Запоріжжя,"35,1387097","47,8392842",1,1,0,0,0,0,0,0,1,0
08.05.2024,Запорізька,Запоріжжя,"35,1387097","47,8392842",1,1,0,0,0,0,0,0,1,0
08.05.2024,Запорізька,Запоріжжя,"35,1387097","47,8392842",0,0,0,0,0,0,0,0,1,0
08.05.2024,Запорізька,Запоріжжя,"35,1387097","47,8392842",0,0,0,0,0,0,0,0,1,0
08.05.2024,Запорізька,Запоріжжя,"35,1387097","47,8392842",0,0,0,0,0,0,0,0,1,0
08.05.2024,Запорізька,Запоріжжя,"35,1387097","47,8392842",0,0,0,0,0,0,0,0,1,0
08.05.2024,Запорізька,Запоріжжя,"35,1387097","47,8392842",0,0,0,0,0,0,0,0,1,0
08.05.2024,Запорізька,Запоріжжя,"35,1387097","47,8392842",0,0,0,0,0,0,0,0,1,0
08.05.2024,Запорізька,Запоріжжя,"35,1387097","47,8392842",0,0,0,0,0,0,0,0,1,0
08.05.2024,Запорізька,Запоріжжя,"35,1387097","47,8392842",0,0,0,0,0,0,0,0,1,0
08.05.2024,Запорізька,Запоріжжя,"35,1387097","47,8392842",0,0,0,0,0,0,0,0,1,0
08.05.2024,Запорізька,Запоріжжя,"35,1387097","47,8392842",0,0,0,0,0,0,0,0,1,0
08.05.2024,Запорізька,Запоріжжя,"35,1387097","47,8392842",0,0,0,0,0,0,0,0,1,0
08.05.2024,Запорізька,Запоріжжя,"35,1387097","47,8392842",0,0,0,0,0,0,0,0,1,0
08.05.2024,Запорізька,Запоріжжя,"35,1387097","47,8392842",0,0,0,0,0,0,0,0,1,0
08.05.2024,Запорізька,Запоріжжя,"35,1387097","47,8392842",0,0,0,0,0,0,0,0,1,0
08.05.2024,Запорізька,Запоріжжя,"35,1387097","47,8392842",0,0,0,0,0,0,0,0,1,0
08.05.2024,Запорізька,Запоріжжя,"35,1387097","47,8392842",0,0,0,0,0,0,0,0,1,0
08.05.2024,Запорізька,Запоріжжя,"35,1387097","47,8392842",0,0,0,0,0,0,0,0,1,0
08.05.2024,Запорізька,Запоріжжя,"35,1387097","47,8392842",0,0,0,0,0,0,0,0,1,0
08.05.2024,Запорізька,Запоріжжя,"35,1387097","47,8392842",0,0,0,0,0,0,0,0,1,0
08.05.2024,Запорізька,Запоріжжя,"35,1387097","47,8392842",0,0,0,0,0,0,0,0,1,0
08.05.2024,Запорізька,Запоріжжя,"35,1387097","47,8392842",0,0,0,0,0,0,0,0,1,0
08.05.2024,Запорізька,Запоріжжя,"35,1387097","47,8392842",0,0,0,0,0,0,0,0,1,0
09.05.2024,Миколаївська,Первомайськ,"30,8884315","48,0451251",1,0,0,1,0,0,0,0,1,0
09.05.2024,Херсонська,Берислав,"33,4273644","46,8433183",1,0,0,0,1,0,0,0,1,0
09.05.2024,Херсонська,Берислав,"33,4273644","46,8433183",1,0,0,0,1,0,0,0,0,0
09.05.2024,Харківська,Харків,"36,3073994","50,0020127",1,0,0,0,1,0,0,0,1,0
09.05.2024,Харківська,Харків,"36,3073994","50,0020127",1,0,0,0,1,0,0,0,0,0
09.05.2024,Харківська,Харків,"36,3073994","50,0020127",1,0,0,0,1,0,0,0,0,0
09.05.2024,Харківська,Харків,"36,3073994","50,0020127",1,0,0,0,1,0,0,0,0,0
09.05.2024,Харківська,Харків,"36,3073994","50,0020127",1,0,0,0,1,0,0,0,0,0
09.05.2024,Харківська,Харків,"36,3073994","50,0020127",1,0,0,0,1,0,0,0,0,0
09.05.2024,Харківська,Дергачі,"36,1155026","50,1097212",1,0,0,1,0,0,0,0,1,0
09.05.2024,Одеська,Одеса,"30,7306393","46,4702111",1,0,0,1,0,0,0,1,1,0
09.05.2024,Одеська,Одеса,"30,7306393","46,4702111",1,0,0,1,0,0,0,0,0,0
09.05.2024,Одеська,Одеса,"30,7306393","46,4702111",1,0,0,1,0,0,0,0,0,0
10.05.2024,Херсонська,Херсон,"32,616867","46,635417",1,0,0,0,1,0,1,0,1,0
10.05.2024,Херсонська,Херсон,"32,616867","46,635417",1,0,0,0,1,0,1,0,1,0
10.05.2024,Херсонська,Херсон,"32,616867","46,635417",1,0,0,0,1,0,1,0,0,0
10.05.2024,Херсонська,Херсон,"32,616867","46,635417",0,0,0,0,0,0,1,0,0,0
10.05.2024,Дніпропетровська,Дніпро,"35,046183","48,464717",1,1,0,0,0,0,0,0,0,1
10.05.2024,Харківська,Харків,"36,3073994","50,0020127",1,0,0,0,1,0,0,0,1,1
10.05.2024,Харківська,Харків,"36,3073994","50,0020127",1,0,0,0,1,0,0,0,0,0
10.05.2024,Харківська,Харків,"36,3073994","50,0020127",1,0,0,0,1,0,0,0,0,0
10.05.2024,Харківська,Харків,"36,3073994","50,0020127",1,0,0,0,1,0,0,0,0,0
10.05.2024,Харківська,Харків,"36,3073994","50,0020127",1,0,0,0,1,0,0,0,0,0
10.05.2024,Харківська,Харків,"36,3073994","50,0020127",1,0,0,0,1,0,0,0,0,0
10.05.2024,Харківська,Харків,"36,3073994","50,0020127",1,0,0,0,1,0,0,0,0,0
10.05.2024,Харківська,Харків,"36,3073994","50,0020127",1,0,0,0,1,0,0,0,0,0
10.05.2024,Харківська,Харків,"36,3073994","50,0020127",1,0,0,0,1,0,0,0,0,0
10.05.2024,Харківська,Харків,"36,3073994","50,0020127",1,0,0,0,1,0,0,0,0,0
11.05.2024,Харківська,Вовчанськ,"36,9329429","50,284234",1,0,0,0,1,1,1,1,1,0
11.05.2024,Харківська,Вовчанськ,"36,9329429","50,284234",1,0,0,0,1,1,1,0,0,0
11.05.2024,Харківська,Вовчанськ,"36,9329429","50,284234",1,0,0,0,1,1,1,0,0,0
11.05.2024,Харківська,Вовчанськ,"36,9329429","50,284234",1,0,0,0,1,0,1,0,0,0
11.05.2024,Харківська,Вовчанськ,"36,9329429","50,284234",1,0,0,0,1,0,1,0,0,0
11.05.2024,Харківська,Вовчанськ,"36,9329429","50,284234",1,0,0,0,1,0,1,0,0,0
11.05.2024,Харківська,Вовчанськ,"36,9329429","50,284234",1,0,0,0,1,0,0,0,0,0
11.05.2024,Харківська,Вовчанськ,"36,9329429","50,284234",1,0,0,0,1,0,0,0,0,0
11.05.2024,Харківська,Вовчанськ,"36,9329429","50,284234",1,0,0,0,1,0,0,0,0,0
11.05.2024,Харківська,Вовчанськ,"36,9329429","50,284234",1,0,0,0,1,0,0,0,0,0
11.05.2024,Харківська,Вовчанськ,"36,9329429","50,284234",1,0,0,0,1,0,0,0,0,0
11.05.2024,Харківська,Вовчанськ,"36,9329429","50,284234",1,0,0,0,1,0,0,0,0,0
11.05.2024,Харківська,Вовчанськ,"36,9329429","50,284234",1,0,0,0,1,0,0,0,0,0
11.05.2024,Харківська,Вовчанськ,"36,9329429","50,284234",1,0,0,0,1,0,0,0,0,0
11.05.2024,Харківська,Вовчанськ,"36,9329429","50,284234",1,0,0,0,1,0,0,0,0,0
11.05.2024,Харківська,Вовчанськ,"36,9329429","50,284234",1,0,0,0,1,0,0,0,0,0
11.05.2024,Харківська,Вовчанськ,"36,9329429","50,284234",1,0,0,0,1,0,0,0,0,0
11.05.2024,Харківська,Вовчанськ,"36,9329429","50,284234",1,0,0,0,1,0,0,0,0,0
11.05.2024,Харківська,Вовчанськ,"36,9329429","50,284234",1,0,0,0,1,0,0,0,0,0
11.05.2024,Харківська,Вовчанськ,"36,9329429","50,284234",1,0,0,0,1,0,0,0,0,0
11.05.2024,Харківська,Харків,"36,3073994","50,0020127",1,0,0,0,1,0,0,0,1,0
11.05.2024,Харківська,Харків,"36,3073994","50,0020127",1,0,0,0,1,0,0,0,0,0
11.05.2024,Харківська,Харків,"36,3073994","50,0020127",1,0,0,0,1,0,0,0,0,0
11.05.2024,Харківська,Харків,"36,3073994","50,0020127",1,0,0,0,1,0,0,0,0,0
11.05.2024,Харківська,Харків,"36,3073994","50,0020127",1,0,0,0,1,0,0,0,0,0
11.05.2024,Херсонська,Херсон,"32,616867","46,635417",1,0,0,0,1,1,1,0,1,0
11.05.2024,Херсонська,Херсон,"32,616867","46,635417",1,0,0,0,1,0,1,0,1,0
11.05.2024,Херсонська,Херсон,"32,616867","46,635417",0,0,0,0,0,0,1,0,1,0
11.05.2024,Херсонська,Херсон,"32,616867","46,635417",0,0,0,0,0,0,1,0,1,0
11.05.2024,Херсонська,Херсон,"32,616867","46,635417",0,0,0,0,0,0,1,0,1,0
11.05.2024,Дніпропетровська,Дніпро,"35,046183","48,464717",1,1,0,0,0,0,0,0,0,1
11.05.2024,Дніпропетровська,Дніпро,"35,046183","48,464717",0,0,0,0,0,0,0,0,0,1
12.05.2024,Харківська,Харків,"36,3073994","50,0020127",1,0,0,0,1,0,1,0,1,1
12.05.2024,Харківська,Харків,"36,3073994","50,0020127",1,0,0,0,1,0,1,0,0,0
12.05.2024,Харківська,Харків,"36,3073994","50,0020127",1,0,0,0,1,0,1,0,0,0
12.05.2024,Харківська,Харків,"36,3073994","50,0020127",1,0,0,0,1,0,1,0,0,0
12.05.2024,Харківська,Харків,"36,3073994","50,0020127",1,0,0,0,1,0,1,0,0,0
12.05.2024,Харківська,Харків,"36,3073994","50,0020127",1,0,0,0,1,0,1,0,0,0
12.05.2024,Харківська,Харків,"36,3073994","50,0020127",1,0,0,0,1,0,1,0,0,0
12.05.2024,Харківська,Харків,"36,3073994","50,0020127",1,0,0,0,1,0,1,0,0,0
12.05.2024,Харківська,Харків,"36,3073994","50,0020127",1,0,0,0,1,0,1,0,0,0
12.05.2024,Харківська,Харків,"36,3073994","50,0020127",1,0,0,0,1,0,0,0,0,0
12.05.2024,Харківська,Харків,"36,3073994","50,0020127",1,0,0,0,1,0,0,0,0,0
12.05.2024,Харківська,Харків,"36,3073994","50,0020127",1,0,0,0,1,0,0,0,0,0
12.05.2024,Харківська,Харків,"36,3073994","50,0020127",1,0,0,0,1,0,0,0,0,0
12.05.2024,Харківська,Харків,"36,3073994","50,0020127",1,0,0,0,1,0,0,0,0,0
12.05.2024,Харківська,Харків,"36,3073994","50,0020127",1,0,0,0,1,0,0,0,0,0
12.05.2024,Харківська,Харків,"36,3073994","50,0020127",1,0,0,0,1,0,0,0,0,0
12.05.2024,Харківська,Харків,"36,3073994","50,0020127",1,0,0,0,1,0,0,0,0,0
12.05.2024,Харківська,Харків,"36,3073994","50,0020127",1,0,0,0,1,0,0,0,0,0
12.05.2024,Харківська,Харків,"36,3073994","50,0020127",1,0,0,0,1,0,0,0,0,0
12.05.2024,Харківська,Харків,"36,3073994","50,0020127",1,0,0,0,1,0,0,0,0,0
13.05.2024,Одеська,Одеса,"30,7306393","46,4702111",1,1,0,0,0,0,0,1,0,0
13.05.2024,Харківська,Харків,"36,3073994","50,0020127",1,0,1,0,1,1,1,0,1,0
13.05.2024,Харківська,Харків,"36,3073994","50,0020127",1,0,1,0,1,0,1,0,1,0
13.05.2024,Харківська,Харків,"36,3073994","50,0020127",1,0,0,0,1,0,1,0,0,0
13.05.2024,Харківська,Харків,"36,3073994","50,0020127",1,0,0,0,1,0,1,0,0,0
13.05.2024,Харківська,Харків,"36,3073994","50,0020127",1,0,0,0,1,0,1,0,0,0
13.05.2024,Харківська,Харків,"36,3073994","50,0020127",1,0,0,0,1,0,1,0,0,0
13.05.2024,Харківська,Харків,"36,3073994","50,0020127",1,0,0,0,1,0,1,0,0,0
13.05.2024,Харківська,Харків,"36,3073994","50,0020127",1,0,0,0,1,0,1,0,0,0
13.05.2024,Харківська,Харків,"36,3073994","50,0020127",1,0,0,0,1,0,1,0,0,0
13.05.2024,Харківська,Харків,"36,3073994","50,0020127",1,0,0,0,1,0,1,0,0,0
13.05.2024,Харківська,Харків,"36,3073994","50,0020127",1,0,0,0,1,0,1,0,0,0
13.05.2024,Харківська,Харків,"36,3073994","50,0020127",1,0,0,0,1,0,1,0,0,0
13.05.2024,Харківська,Харків,"36,3073994","50,0020127",1,0,0,0,1,0,1,0,0,0
13.05.2024,Харківська,Харків,"36,3073994","50,0020127",1,0,0,0,1,0,0,0,0,0
13.05.2024,Харківська,Харків,"36,3073994","50,0020127",1,0,0,0,1,0,0,0,0,0
13.05.2024,Харківська,Харків,"36,3073994","50,0020127",1,0,0,0,1,0,0,0,0,0
13.05.2024,Харківська,Харків,"36,3073994","50,0020127",1,0,0,0,1,0,0,0,0,0
13.05.2024,Харківська,Харків,"36,3073994","50,0020127",1,0,0,0,1,0,0,0,0,0
13.05.2024,Харківська,Харків,"36,3073994","50,0020127",1,0,0,0,1,0,0,0,0,0
13.05.2024,Харківська,Харків,"36,3073994","50,0020127",1,0,0,0,1,0,0,0,0,0
13.05.2024,Харківська,Харків,"36,3073994","50,0020127",1,0,0,0,0,0,0,0,0,0
13.05.2024,Харківська,Харків,"36,3073994","50,0020127",1,0,0,0,0,0,0,0,0,0
13.05.2024,Херсонська,Херсон,"32,616867","46,635417",1,1,0,0,0,1,1,1,1,0
13.05.2024,Херсонська,Херсон,"32,616867","46,635417",1,1,0,0,0,0,1,0,0,0
13.05.2024,Херсонська,Херсон,"32,616867","46,635417",1,1,0,0,0,0,1,0,0,0
13.05.2024,Миколаївська,Вознесенськ,"31,336117","47,5605",1,1,0,0,0,0,0,0,1,0
22.10.2024,Донецька,Костянтинівка,"37,7075811","48,5239429",1,0,0,0,1,1,1,0,1,0
22.10.2024,Донецька,Костянтинівка,"37,7075811","48,5239429",0,0,0,0,0,1,1,0,1,0
22.10.2024,Донецька,Костянтинівка,"37,7075811","48,5239429",0,0,0,0,0,0,0,0,1,0
22.10.2024,Донецька,Костянтинівка,"37,7075811","48,5239429",0,0,0,0,0,0,0,0,1,0
22.10.2024,Донецька,Костянтинівка,"37,7075811","48,5239429",0,0,0,0,0,0,0,0,1,0
13.05.2024,Донецька,Селідове,"37,297136","48,1475145",1,0,1,0,0,0,0,0,1,0
13.05.2024,Донецька,Селідове,"37,297136","48,1475145",1,0,1,0,0,0,0,0,1,0
13.05.2024,Донецька,Селідове,"37,297136","48,1475145",0,0,0,0,0,0,0,0,1,0
14.05.2024,Харківська,Харків,"36,3073994","50,0020127",1,0,1,0,1,0,1,0,1,0
14.05.2024,Харківська,Харків,"36,3073994","50,0020127",1,0,0,0,1,0,1,0,1,0
14.05.2024,Харківська,Харків,"36,3073994","50,0020127",1,0,0,0,1,0,1,0,1,0
14.05.2024,Харківська,Харків,"36,3073994","50,0020127",1,0,0,0,1,0,1,0,1,0
14.05.2024,Харківська,Харків,"36,3073994","50,0020127",1,0,0,0,1,0,1,0,1,0
14.05.2024,Харківська,Харків,"36,3073994","50,0020127",1,0,0,0,1,0,1,0,1,0
14.05.2024,Харківська,Харків,"36,3073994","50,0020127",1,0,0,0,1,0,1,0,1,0
14.05.2024,Харківська,Харків,"36,3073994","50,0020127",1,0,0,0,0,0,1,0,1,0
14.05.2024,Харківська,Харків,"36,3073994","50,0020127",0,0,0,0,0,0,1,0,1,0
14.05.2024,Харківська,Харків,"36,3073994","50,0020127",0,0,0,0,0,0,1,0,1,0
14.05.2024,Харківська,Харків,"36,3073994","50,0020127",0,0,0,0,0,0,1,0,1,0
14.05.2024,Харківська,Харків,"36,3073994","50,0020127",0,0,0,0,0,0,1,0,1,0
14.05.2024,Харківська,Харків,"36,3073994","50,0020127",0,0,0,0,0,0,1,0,1,0
14.05.2024,Харківська,Харків,"36,3073994","50,0020127",0,0,0,0,0,0,1,0,1,0
14.05.2024,Харківська,Харків,"36,3073994","50,0020127",0,0,0,0,0,0,1,0,1,0
14.05.2024,Харківська,Харків,"36,3073994","50,0020127",0,0,0,0,0,0,1,0,0,0
14.05.2024,Харківська,Харків,"36,3073994","50,0020127",0,0,0,0,0,0,1,0,0,0
14.05.2024,Харківська,Харків,"36,3073994","50,0020127",0,0,0,0,0,0,1,0,0,0
14.05.2024,Харківська,Харків,"36,3073994","50,0020127",0,0,0,0,0,0,1,0,0,0
14.05.2024,Харківська,Харків,"36,3073994","50,0020127",0,0,0,0,0,0,1,0,0,0
14.05.2024,Харківська,Харків,"36,3073994","50,0020127",0,0,0,0,0,0,1,0,0,0
14.05.2024,Харківська,Харків,"36,3073994","50,0020127",0,0,0,0,0,0,1,0,0,0
14.05.2024,Харківська,Харків,"36,3073994","50,0020127",0,0,0,0,0,0,1,0,0,0
14.05.2024,Харківська,Харків,"36,3073994","50,0020127",0,0,0,0,0,0,1,0,0,0
14.05.2024,Харківська,Харків,"36,3073994","50,0020127",0,0,0,0,0,0,1,0,0,0
14.05.2024,Харківська,Харків,"36,3073994","50,0020127",0,0,0,0,0,0,1,0,0,0
14.05.2024,Харківська,Харків,"36,3073994","50,0020127",0,0,0,0,0,0,1,0,0,0
14.05.2024,Харківська,Харків,"36,3073994","50,0020127",0,0,0,0,0,0,1,0,0,0
14.05.2024,Харківська,Харків,"36,3073994","50,0020127",0,0,0,0,0,0,1,0,0,0
14.05.2024,Харківська,Харків,"36,3073994","50,0020127",0,0,0,0,0,0,1,0,0,0
14.05.2024,Харківська,Вовчанськ,"36,9329429","50,284234",1,0,0,0,1,0,0,1,1,1
14.05.2024,Харківська,Вовчанськ,"36,9329429","50,284234",1,0,0,0,1,0,0,0,0,0
14.05.2024,Харківська,Вовчанськ,"36,9329429","50,284234",1,0,0,0,1,0,0,0,0,0
14.05.2024,Харківська,Вовчанськ,"36,9329429","50,284234",1,0,0,0,1,0,0,0,0,0
14.05.2024,Харківська,Вовчанськ,"36,9329429","50,284234",1,0,0,0,1,0,0,0,0,0
14.05.2024,Харківська,Вовчанськ,"36,9329429","50,284234",1,0,0,0,1,0,0,0,0,0
14.05.2024,Харківська,Вовчанськ,"36,9329429","50,284234",1,0,0,0,1,0,0,0,0,0
14.05.2024,Харківська,Вовчанськ,"36,9329429","50,284234",1,0,0,0,1,0,0,0,0,0
14.05.2024,Харківська,Вовчанськ,"36,9329429","50,284234",1,0,0,0,1,0,0,0,0,0
14.05.2024,Харківська,Вовчанськ,"36,9329429","50,284234",1,0,0,0,1,0,0,0,0,0
15.05.2024,Миколаївська,Миколаїв,"32,003246","46,9660801",1,1,0,0,0,0,1,0,1,0
15.05.2024,Миколаївська,Миколаїв,"32,003246","46,9660801",1,1,0,0,0,0,1,0,1,0
15.05.2024,Миколаївська,Миколаїв,"32,003246","46,9660801",0,0,0,0,0,0,1,0,0,0
15.05.2024,Миколаївська,Миколаїв,"32,003246","46,9660801",0,0,0,0,0,0,1,0,0,0
15.05.2024,Миколаївська,Миколаїв,"32,003246","46,9660801",0,0,0,0,0,0,1,0,0,0
15.05.2024,Миколаївська,Миколаїв,"32,003246","46,9660801",0,0,0,0,0,0,1,0,0,0
15.05.2024,Миколаївська,Миколаїв,"32,003246","46,9660801",0,0,0,0,0,0,1,0,0,0
15.05.2024,Харківська,Харків,"36,3073994","50,0020127",1,0,1,0,1,0,1,0,1,0
15.05.2024,Харківська,Харків,"36,3073994","50,0020127",1,0,0,0,1,0,1,0,1,0
15.05.2024,Харківська,Харків,"36,3073994","50,0020127",1,0,0,0,0,0,1,0,0,0
15.05.2024,Харківська,Харків,"36,3073994","50,0020127",0,0,0,0,0,0,1,0,0,0
15.05.2024,Харківська,Харків,"36,3073994","50,0020127",0,0,0,0,0,0,1,0,0,0
15.05.2024,Харківська,Харків,"36,3073994","50,0020127",0,0,0,0,0,0,1,0,0,0
15.05.2024,Херсонська,Херсон,"32,616867","46,635417",1,0,0,0,1,0,1,0,1,1
15.05.2024,Херсонська,Херсон,"32,616867","46,635417",1,0,0,0,1,0,1,0,1,1
15.05.2024,Херсонська,Херсон,"32,616867","46,635417",0,0,0,0,0,0,1,0,1,1
15.05.2024,Херсонська,Херсон,"32,616867","46,635417",0,0,0,0,0,0,1,0,1,1
15.05.2024,Херсонська,Херсон,"32,616867","46,635417",0,0,0,0,0,0,1,0,1,1
15.05.2024,Херсонська,Херсон,"32,616867","46,635417",0,0,0,0,0,0,1,0,1,1
15.05.2024,Херсонська,Херсон,"32,616867","46,635417",0,0,0,0,0,0,1,0,1,1
15.05.2024,Херсонська,Херсон,"32,616867","46,635417",0,0,0,0,0,0,1,0,1,1
15.05.2024,Херсонська,Херсон,"32,616867","46,635417",0,0,0,0,0,0,1,0,1,1
15.05.2024,Херсонська,Херсон,"32,616867","46,635417",0,0,0,0,0,0,1,0,0,1
15.05.2024,Херсонська,Херсон,"32,616867","46,635417",0,0,0,0,0,0,1,0,0,1
